,name,address,location,built_date,price_min,price_max,plan_min,plan_max,area_min,are_max
488,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３-1,ＪＲ山手線/目黒 徒歩1分,2018年6月予定,3億3000万円,3億3000万円,3LDK,3LDK,103.55,103.55
489,セイガステージ府中V,府中市本宿町２,ＪＲ南武線/西府 徒歩9分,2018年3月末予定,2498万円,4598万円,1LDK,4LDK,35,70.19
490,クイーンズプライム練馬北町,練馬区北町３,東京メトロ有楽町線/地下鉄赤塚 徒歩11分,即入居可,2798万円,2798万円,1LDK,1LDK,36.2,36.2
491,ヴェルディーク南多摩,稲城市大丸,ＪＲ南武線/南多摩 徒歩2分,即入居可,2990万円,4358万円,1LDK,3LDK,56.7,70.8
492,サンクレイドル浅草,台東区東浅草１,東京メトロ銀座線/浅草 徒歩14分,即入居可,2998万円,2998万円,1LDK,1LDK,40,40
493,J WAZAC東京押上,墨田区向島２,東京メトロ半蔵門線/押上 徒歩9分,2018年9月,3140万円,4340万円,1DK,2LDK,30.14,44.14
494,サンクレイドル立石,葛飾区東四つ木２,京成押上線/京成立石 徒歩13分,2017年12月,3198万円,3198万円,3LDK,3LDK,65.52,65.52
495,J WAZAC押上 エクセレント,墨田区向島３,東京メトロ半蔵門線/押上 徒歩7分,2018年2月,3370万円,4780万円,1LDK,2LDK,32.5,45.51
496,ファインスクェア府中本町,府中市矢崎町１,ＪＲ武蔵野線/府中本町 徒歩5分,2018年8月,3378万円,3378万円,2LDK,2LDK,55.37,55.37
497,スカイコートヒルズ北新宿,新宿区北新宿４,ＪＲ中央線/東中野 徒歩8分,即入居可,3390万円,5000万円,1K,1K,25.5,25.5
498,J WAZAC東雪谷,大田区東雪谷４,東急池上線/洗足池 徒歩13分,即入居可,3390万円,5740万円,1LDK,1LDK,38.16,56.35
499,クリオ ラベルヴィ三ノ輪,台東区竜泉２,東京メトロ日比谷線/三ノ輪 徒歩4分,2018年11月,3439万9000円,5243万8000円,1LDK,2LDK,34.16,54.28
500,エステムプラザ赤羽アンダルシア,北区赤羽２,ＪＲ京浜東北線/赤羽 徒歩5分,2017年12月,3458万円,3458万円,1DK,1DK,31.85,31.85
501,ラコント文京白山,文京区白山４,都営三田線/白山 徒歩7分,2018年3月,3480万円,3480万円,1R,1R,33.16,33.16
502,エステムプラザ とうきょうスカイツリー駅,墨田区向島３,東武伊勢崎線/とうきょうスカイツリー 徒歩2分,2018年4月,3560万円,5480万円,1LDK,2LDK,33.05,53.7
503,ベルコリーヌ南大沢5-6,八王子市南大沢５,京王相模原線/南大沢 徒歩10分,即入居可,3580万円,3580万円,2LDK,2LDK,87.88,87.88
504,シーズクロノス蒲田,大田区西蒲田８,ＪＲ京浜東北線/蒲田 徒歩4分,即入居可,3690万円,4930万円,1DK+S,1DK+S,39.16,39.16
505,プレシス久が原パークサイドテラス,大田区久が原１,東急池上線/御嶽山 徒歩14分,即入居可,3780万円,5580万円,1LDK+S,3LDK,54.85,74.78
506,アンビシャス小岩,葛飾区鎌倉２,ＪＲ総武線/小岩 徒歩17分,即入居可,3780万円,4490万円,1LDK+S,3LDK,44.99,65.17
507,セイガステージ世田谷烏山,世田谷区北烏山８,京王線/千歳烏山 徒歩18分,2018年3月末予定,3790万円,5360万円,2LDK,4LDK,55.65,75.6
508,エラヴィオ等々力,世田谷区等々力７,東急東横線/自由が丘 徒歩19分,即入居可,3850万円,6360万円,1R,2LDK,30.12,62.16
509,西日暮里フラッツ,荒川区西日暮里１,東京メトロ千代田線/西日暮里 徒歩5分,即入居可,3898万円,3898万円,1LDK,1LDK,41.62,41.62
510,プレシス府中エンティア,府中市本宿町２,ＪＲ南武線/西府 徒歩10分,即入居可,3980万円,3980万円,2LDK+S,2LDK+S,66.85,66.85
511,サンクレイドル千代田岩本町,千代田区岩本町２,東京メトロ日比谷線/小伝馬町 徒歩4分,2018年9月末予定,3998万円,4998万円,1LDK,1LDK,41.3,41.3
512,サンクレイドル北小岩,江戸川区北小岩６,京成本線/京成小岩 徒歩3分,即入居可,3998万円,3998万円,3LDK,3LDK,70.49,70.49
513,センチュリー青砥,葛飾区青戸７,京成本線/青砥 徒歩12分,即入居可,4258万円,4258万円,3LDK,3LDK,76.33,76.33
514,オープンレジデンシア西日暮里道灌山ヒルズ,荒川区西日暮里４,ＪＲ山手線/西日暮里 徒歩6分,2018年8月末予定,4388万円,8068万円,1LDK,3LDK,31.52,82.59
515,グランイーグル南六郷サウスビュー,大田区南六郷３,京急本線/雑色 徒歩12分,即入居可,4430万円,4430万円,3LDK,3LDK,60.9,60.9
516,サンクレイドル木場公園II,江東区千石１,東京メトロ東西線/木場 徒歩13分,即入居可,4468万円,5888万円,3LDK,3LDK,62.75,70.49
517,アジールコフレ中野坂上,中野区本町２,東京メトロ丸ノ内線/中野坂上 徒歩2分,即入居可,4478万円,4478万円,1LDK,1LDK,34.63,34.63
518,クリオラベルヴィ王子,北区栄町,ＪＲ京浜東北線/王子 徒歩3分,即入居可,4549万2000円,4549万2000円,2LDK,2LDK,48.05,48.05
519,リーフィアレジデンス狛江 東和泉,狛江市東和泉１,小田急線/狛江 徒歩4分,即入居可,4678万円,5088万円,2LDK,2LDK,57.57,61.17
520,ライオンズ東綾瀬公園グランフォート,足立区綾瀬７,東京メトロ千代田線/北綾瀬 徒歩8分,2018年3月29日予定,4690万円,4690万円,3LDK,3LDK,72.01,72.01
521,シエルヴィラ桜橋〈壱番館〉,墨田区向島２,東京メトロ半蔵門線/押上 徒歩11分,即入居可,4790万円,5290万円,1LDK+S,2LDK,55.89,63.22
522,ジーベック錦糸北斎通り,墨田区亀沢４,ＪＲ総武線/錦糸町 徒歩9分,即入居可,4880万円,4880万円,1LDK,1LDK,51.16,51.16
523,ピアース日本橋箱崎町,中央区日本橋箱崎町,東京メトロ半蔵門線/水天宮前 徒歩4分,2018年3月,4880万円,7080万円,1LDK,3LDK,43.34,62.41
524,オープンレジデンシア久が原,大田区南久が原２,東急池上線/久が原 徒歩4分,2018年1月,4888万円,4888万円,1LDK,1LDK,49.25,49.25
525,オープンレジデンシア日本橋馬喰町ステーションサイド,中央区日本橋馬喰町１,ＪＲ総武線快速/馬喰町 徒歩1分,2018年3月,4968万円,4968万円,1LDK,1LDK,43.87,43.87
526,リムテラス阿佐ヶ谷パークサイド,杉並区阿佐谷北２,ＪＲ中央線/阿佐ヶ谷 徒歩9分,即入居可,4980万円,6780万円,2LDK+S,2LDK+S,66.13,82.7
527,ライオンズ関町北グランヒルズ,練馬区関町北２,西武新宿線/武蔵関 徒歩6分,即入居可,4990万円,4990万円,3LDK,3LDK,64.67,64.67
528,ザ・サンクレイドル日本橋レジデンス,中央区日本橋富沢町,東京メトロ日比谷線/人形町 徒歩6分,2019年1月,4998万円,1億5498万円,1LDK,3LDK,41.01,94.81
529,アトラス押上 桜花テラス,墨田区向島３,東京メトロ半蔵門線/押上 徒歩9分,即入居可,5198万円,5198万円,3LDK,3LDK,59.63,59.63
530,クリオ武蔵小金井フロントアベニュー,小金井市本町５,ＪＲ中央線/武蔵小金井 徒歩8分,即入居可,5252万6000円,5974万6000円,2LDK+S,2LDK+S,63.1,70.57
531,センチュリー初台,渋谷区初台１,京王新線/初台 徒歩2分,即入居可,5480万円,5480万円,2LDK,2LDK,58.94,58.94
532,グランリビオ高輪三丁目,港区高輪３,都営浅草線/高輪台 徒歩2分,2018年6月,5590万円,1億430万円,1LDK,3LDK,37.97,70.55
533,オープンレジデンシア麻布六本木,港区六本木３,東京メトロ南北線/六本木一丁目 徒歩5分,2018年8月,5900万円台,9400万円台,1LDK,1LDK+S※納戸＝サービスルーム,35,58.37
534,オープンレジデンシア銀座築地,中央区築地６,東京メトロ日比谷線/築地 徒歩5分,2018年9月,5970万円,5970万円,1LDK+S,1LDK+S,48.45,48.45
535,ブランシエラ板橋西台,板橋区高島平９,都営三田線/西台 徒歩9分,即入居可,5980万円,5980万円,4LDK,4LDK,86.35,86.35
536,クリオ杉並高井戸,杉並区高井戸東３,京王井の頭線/高井戸 徒歩8分,即入居可,5989万4000円,5989万4000円,3LDK,3LDK,71.47,71.47
537,レ・ジェイド ヴェール駒込,北区西ケ原１,ＪＲ山手線/駒込 徒歩7分,即入居可,5998万円,5998万円,3LDK,3LDK,65.27,65.27
538,オープンレジデンシア本郷三丁目,文京区本郷３,東京メトロ丸ノ内線/本郷三丁目 徒歩7分,2018年6月,6198万円,8288万円,2LDK,3LDK,54.21,63.76
539,ディアナコート宮坂壇邸,豊島区南大塚１,東京メトロ丸ノ内線/新大塚 徒歩8分,即入居可,6380万円,6380万円,1LDK+S,1LDK+S,61.1,61.1
540,オープンレジデンシア日本橋横山町,中央区日本橋横山町,ＪＲ総武線快速/馬喰町 徒歩1分,2017年12月,6388万円,6388万円,2LDK,2LDK,54.46,54.46
541,アールブラン馬込,大田区中馬込２,都営浅草線/馬込 徒歩5分,2018年3月,6390万円,6390万円,2LDK+S,2LDK+S,64.63,64.63
542,ピアース中野坂上,中野区中央１,東京メトロ丸ノ内線/中野坂上 徒歩3分,2018年3月,6390万円,6390万円,2LDK,2LDK,53.93,53.93
543,ディアナコート日本橋浜町,中央区日本橋浜町２,都営新宿線/浜町 徒歩2分,2018年3月,6880万円,6880万円,1LDK+S,1LDK+S,54.42,54.42
544,オープンレジデンシア吉祥寺御殿山,武蔵野市御殿山１,ＪＲ中央線/吉祥寺 徒歩6分,2018年4月,6898万円,6898万円,2LDK,2LDK,62.95,62.95
545,オープンレジデンシア御茶ノ水,文京区湯島３,ＪＲ総武線/御茶ノ水 徒歩6分,2018年8月,7388万円,7388万円,2LDK,2LDK,54.14,54.14
546,ロイヤルシーズン池田山,品川区東五反田５,都営浅草線/五反田 徒歩6分,即入居可,7780万円,1億8780万円,2LDK,2LDK,65.31,100.98
547,プレミスト佃二丁目,中央区佃２,東京メトロ有楽町線/月島 徒歩3分,即入居可,8258万円,9728万円,3LDK,3LDK,75.44,92.79
548,ロイヤルシーズン白金台,港区白金台３,東京メトロ南北線/白金台 徒歩8分,2017年11月下旬,8430万円,1億1650万円,2LDK,2LDK,64.04,71.23
549,プラウドシティ阿佐ヶ谷,杉並区成田東４,東京メトロ丸ノ内線/南阿佐ヶ谷 徒歩6分,即入居可,8690万円,8690万円,3LDK,3LDK,78.31,78.31
550,クリオ駒沢公園,目黒区東が丘１,東急田園都市線/駒沢大学 徒歩16分,即入居可,8950万8000円,8950万8000円,2LDK,2LDK,82.4,82.4
551,ディアナコート茗荷谷翠景,文京区大塚３,東京メトロ丸ノ内線/茗荷谷 徒歩7分,即入居可,1億500万円,1億500万円,2LDK+S,2LDK+S,78.28,78.28
552,ディアナコート浜田山,杉並区浜田山４,京王井の頭線/浜田山 徒歩10分,即入居可,1億500万円,1億500万円,3LDK,3LDK,81.15,81.15
553,オープンレジデンシア代々木,渋谷区代々木１,ＪＲ山手線/代々木 徒歩3分,2018年9月,1億878万円,1億878万円,3LDK,3LDK,68.44,68.44
554,オープンレジデンシア本郷菊坂,文京区本郷５,東京メトロ丸ノ内線/本郷三丁目 徒歩6分,2018年6月末予定,1億1998万円,1億1998万円,3LDK,3LDK,86.88,86.88
555,プレミスト白金台,港区白金台３,東京メトロ南北線/白金台 徒歩1分,即入居可,1億2680万円,2億2880万円,2LDK,2LDK,75.24,90.24
556,ロイヤルシーズン赤坂,港区赤坂８,東京メトロ銀座線/青山一丁目 徒歩5分,2018年1月,1億3030万円,2億5900万円,1LDK,3LDK,70.49,100.22
557,ONE AVENUE 一番町文人通り,千代田区一番町,東京メトロ半蔵門線/半蔵門 徒歩5分,2018年8月末予定,2億1400万円,2億1400万円,3LDK,3LDK,94.68,94.68
558,ジオグランデ元麻布,港区元麻布３,東京メトロ日比谷線/六本木 徒歩9分,2018年3月,2億1500万円,2億1500万円,2LDK,2LDK,94,94
559,THE SANMAISON 表参道,渋谷区神宮前４,東京メトロ銀座線/表参道 徒歩5分,2018年3月,2億3400万円,2億3400万円,3LDK,3LDK,118.49,118.49
560,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,3950万円,3950万円,3LDK,3LDK,65.1,65.1
561,エルパティオ両国,東京都墨田区両国１,都営大江戸線/両国 徒歩10分,相談,3980万円,3980万円,1LDK,1LDK,40.56,40.56
562,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4040万円,4040万円,3LDK,3LDK,67.89,67.89
563,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4260万円,4260万円,3LDK,3LDK,71.72,71.72
564,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4270万円,4270万円,3LDK,3LDK,68.31,68.31
565,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4330万円,4330万円,3LDK,3LDK,68.31,68.31
566,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4470万円,4470万円,3LDK,3LDK,71.5,71.5
567,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4560万円,4560万円,3LDK,3LDK,70.15,70.15
568,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4600万円,4600万円,3LDK,3LDK,74.1,74.1
569,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4620万円,4620万円,3LDK,3LDK,70.15,70.15
570,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,4800万円,4800万円,1DK,1DK,35.66,35.66
571,カサーレ小平,東京都小平市美園町２,西武新宿線/小平 徒歩8分,相談,4850万円,4850万円,4LDK,4LDK,80.58,80.58
572,ジーベック錦糸北斎通り,東京都墨田区亀沢４,ＪＲ総武線/錦糸町 徒歩9分,相談,4880万円,4880万円,1LDK,1LDK,51.16,51.16
573,アビダス西国分寺,東京都国分寺市西恋ヶ窪４,ＪＲ中央線/西国分寺 徒歩9分,即入居可,4998万円,4998万円,3LDK,3LDK,71.3,71.3
574,アビダス西国分寺,東京都国分寺市西恋ヶ窪４,ＪＲ中央線/西国分寺 徒歩9分,相談,4998万円,4998万円,3LDK,3LDK,71.3,71.3
575,プラウド府中セントラル,東京都府中市府中町２,京王線/府中 徒歩3分,2018年3月予定,5080万円,5080万円,2LDK,2LDK,53.77,53.77
576,シティハウス中目黒テラス,東京都目黒区中目黒４,東急東横線/中目黒 徒歩14分,相談,5380万円,5380万円,1LDK,1LDK,38.9,38.9
577,サンウッド東日本橋フラッツ,東京都中央区日本橋横山町,ＪＲ総武線快速/馬喰町 徒歩1分,即入居可,5480万円,5480万円,1LDK,1LDK,40,40
578,パークシティ中央湊　ザ　タワー,東京都中央区湊２,東京メトロ日比谷線/八丁堀 徒歩6分,2018年3月予定,5680万円,5680万円,1LDK,1LDK,48.12,48.12
579,シティテラス小金井公園,東京都小平市花小金井南町１,ＪＲ中央線/武蔵小金井 バス6分 停歩4分,2018年4月予定,5698万円,5698万円,4LDK,4LDK,80.13,80.13
580,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,6200万円,6200万円,1LDK,1LDK,47.48,47.48
581,ブリリア　ザタワー東京　八重洲アヴェニュー,東京都中央区新川２,東京メトロ日比谷線/八丁堀 徒歩4分,相談,6480万円,6480万円,1LDK,1LDK,43.89,43.89
582,ブリリア　ザタワー東京　八重洲アベニュー,東京都中央区新川２,東京メトロ日比谷線/八丁堀 徒歩4分,相談,6480万円,6480万円,1LDK,1LDK,43.89,43.89
583,シティハウス森下ステーションコート,東京都江東区新大橋２,都営新宿線/森下 徒歩4分,相談,6750万円,6750万円,2LDK+S,2LDK+S,67.61,67.61
584,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,相談,6980万円,6980万円,2LDK,2LDK,57.47,57.47
585,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年1月予定,7180万円,7180万円,1ワンルーム,1ワンルーム,34.86,34.86
586,プラウド桜新町,東京都世田谷区弦巻５,東急田園都市線/桜新町 徒歩10分,相談,7280万円,7280万円,3LDK,3LDK,74.46,74.46
587,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,東京メトロ丸ノ内線/西新宿 徒歩9分,相談,7380万円,7380万円,2LDK,2LDK,59.51,59.51
588,オープンレジデンシア日本橋馬喰町,東京都中央区日本橋馬喰町１,ＪＲ総武線快速/馬喰町 徒歩1分,2018年3月予定,7450万円,7450万円,2LDK,2LDK,60.79,60.79
589,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,7500万円,7500万円,2LDK,2LDK,56.39,56.39
590,アトラス押上,東京都墨田区向島３,東京メトロ半蔵門線/押上 徒歩9分,相談,7500万円,7500万円,3LDK,3LDK,68.32,68.32
591,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,東京メトロ丸ノ内線/西新宿 徒歩9分,2017年11月,7800万円,7800万円,1LDK,1LDK,49.11,49.11
592,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,相談,7900万円,7900万円,2LDK,2LDK,59.51,59.51
593,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,7980万円,7980万円,2LDK,2LDK,59.51,59.51
594,シティタワー国分寺ザ・ツイン,東京都国分寺市本町３,ＪＲ中央線/国分寺 徒歩1分,2018年4月予定,8350万円,8350万円,3LDK,3LDK,71.21,71.21
595,パークシティ中央湊ザタワー,東京都中央区湊２,東京メトロ日比谷線/八丁堀 徒歩6分,相談,8380万円,8380万円,2LDK,2LDK,61.97,61.97
596,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,8680万円,8680万円,2LDK,2LDK,59.51,59.51
597,ブリリアタワーズ目黒　サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年3月予定,9200万円,9200万円,1LDK,1LDK,48.78,48.78
598,Ｂｒｉｌｌｉａ　ＴＨＥ　ＴＯＷＥＲ　ＴＯＫＹＯ　ＹＡＥＳＵＡＶＥ,東京都中央区新川２,ＪＲ山手線/東京 徒歩16分,相談,9350万円,9350万円,2LDK,2LDK,68.79,68.79
599,ブリリアタワーズ目黒サウスレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩2分,2018年3月予定,9480万円,9480万円,1LDK,1LDK,48.78,48.78
600,ブリリアタワーズ目黒　ノースレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年3月予定,9480万円,9480万円,1LDK,1LDK,49.87,49.87
601,Ｂｒｉｌｌｉａ　ＴＨＥ　ＴＯＷＥＲ　ＴＯＫＹＯ　ＹＡＥＳＵＡＶＥ,東京都中央区新川２,ＪＲ山手線/東京 徒歩16分,相談,9850万円,9850万円,3LDK,3LDK,73.3,73.3
602,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,9950万円,9950万円,3LDK,3LDK,72.95,72.95
603,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,相談,9980万円,9980万円,3LDK,3LDK,87.37,87.37
604,Ｂｒｉｌｌｉａ　ＴＨＥ　ＴＯＷＥＲ　ＴＯＫＹＯ　ＹＡＥＳＵＡＶＥ,東京都中央区新川２,ＪＲ山手線/東京 徒歩16分,相談,9980万円,9980万円,3LDK,3LDK,75.06,75.06
605,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,相談,9990万円,9990万円,3LDK,3LDK,81.5,81.5
606,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,相談,1億180万円,1億180万円,3LDK,3LDK,77.93,77.93
607,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,相談,1億290万円,1億290万円,3LDK,3LDK,81.5,81.5
608,ＢｒｉｌｌｉａＴｏｗｅｒｓ目黒　ノースレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年2月予定,1億700万円,1億700万円,2LDK,2LDK,54.42,54.42
609,ブリリアタワーズ目黒ノースレジデンス,東京都品川区上大崎３,ＪＲ山手線/目黒 徒歩1分,2018年3月予定,1億850万円,1億850万円,1LDK+S,1LDK+S,54.42,54.42
610,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億1500万円,1億1500万円,2LDK,2LDK,70.01,70.01
611,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,相談,1億2800万円,1億2800万円,3LDK+S,3LDK+S,83.37,83.37
612,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩7分,2018年3月予定,1億2800万円,1億2800万円,3LDK,3LDK,83.37,83.37
613,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目 徒歩8分,2018年4月予定,1億2800万円,1億2800万円,3LDK,3LDK,83.37,83.37
614,ザ・パークハウス新宿御苑,東京都新宿区新宿２,東京メトロ丸ノ内線/新宿御苑前 徒歩1分,2017年12月予定,1億3800万円,1億3800万円,3LDK,3LDK,75.66,75.66
615,ザ・パークハウス西新宿タワー６０,東京都新宿区西新宿５,東京メトロ丸ノ内線/西新宿 徒歩9分,相談,1億4000万円,1億4000万円,3LDK,3LDK,89.86,89.86
